dataset,method,seed,run_tag,ablation_family,config,run_dir_exists,log_exists,metrics_csv_exists,checkpoint_dir_exists,checkpoint_files,log_starts,completed,status,total_time_sec,mean_task_time_sec,max_task_time_sec,n_completed_tasks,avg_accuracy,forgetting,backward_transfer,forward_transfer
split_cifar10,icarl,1024,buf200,buffer,ablate_split_cifar10_icarl_buf200.yaml,True,True,True,True,0,1,True,completed,98.4,19.68,22.7,5,27.09,36.3,-36.3,-16.0417
split_cifar10,icarl,42,buf500,buffer,ablate_split_cifar10_icarl_buf500.yaml,True,True,True,True,0,1,True,completed,91.7,18.34,21.2,5,26.67,39.5375,-39.5375,-16.0417
split_cifar10,icarl,123,buf500,buffer,ablate_split_cifar10_icarl_buf500.yaml,True,True,True,True,0,1,True,completed,111.5,22.3,26.5,5,25.5,38.9625,-38.9625,-16.0417
split_cifar10,icarl,456,buf500,buffer,ablate_split_cifar10_icarl_buf500.yaml,True,True,True,True,0,1,True,completed,83.3,16.66,19.5,5,26.58,44.175,-44.175,-16.0417
split_cifar10,icarl,789,buf500,buffer,ablate_split_cifar10_icarl_buf500.yaml,True,True,True,True,0,1,True,completed,103.7,20.74,26.3,5,29.33,38.05,-38.05,-16.0417
split_cifar10,icarl,1024,buf500,buffer,ablate_split_cifar10_icarl_buf500.yaml,True,True,True,True,0,1,True,completed,103.2,20.64,24.9,5,28.16,38.05,-38.05,-16.0417
split_cifar10,si_der,42,buf100,buffer,ablate_split_cifar10_si_der_buf100.yaml,True,True,True,True,0,1,True,completed,204.5,40.9,44.8,5,16.78,79.875,-79.875,-15.9292
split_cifar10,si_der,123,buf100,buffer,ablate_split_cifar10_si_der_buf100.yaml,True,True,True,True,0,1,True,completed,218.6,43.72,51.7,5,17.68,83.2125,-83.2125,-16.0417
split_cifar10,si_der,456,buf100,buffer,ablate_split_cifar10_si_der_buf100.yaml,True,True,True,True,0,1,True,completed,217.1,43.42,54.8,5,16.48,79.775,-79.775,-13.2167
split_cifar10,si_der,789,buf100,buffer,ablate_split_cifar10_si_der_buf100.yaml,True,True,True,True,0,1,True,completed,220.1,44.02,60.2,5,16.65,80.9125,-80.9125,-11.4417
split_cifar10,si_der,1024,buf100,buffer,ablate_split_cifar10_si_der_buf100.yaml,True,True,True,True,0,1,True,completed,221.0,44.2,54.3,5,16.74,82.5875,-82.5875,-10.1042
split_cifar10,si_der,42,buf200,buffer,ablate_split_cifar10_si_der_buf200.yaml,True,True,True,True,0,1,True,completed,212.6,42.52,50.0,5,16.34,78.1375,-78.1375,-16.0417
split_cifar10,si_der,123,buf200,buffer,ablate_split_cifar10_si_der_buf200.yaml,True,True,True,True,0,1,True,completed,194.8,38.96,42.9,5,16.52,79.35,-79.35,-16.0417
split_cifar10,si_der,456,buf200,buffer,ablate_split_cifar10_si_der_buf200.yaml,True,True,True,True,0,1,True,completed,221.2,44.24,48.6,5,17.41,80.7625,-80.7625,-9.2167
split_cifar10,si_der,789,buf200,buffer,ablate_split_cifar10_si_der_buf200.yaml,True,True,True,True,0,1,True,completed,216.9,43.38,52.1,5,17.41,80.85,-80.85,-11.7667
split_cifar10,si_der,1024,buf200,buffer,ablate_split_cifar10_si_der_buf200.yaml,True,True,True,True,0,1,True,completed,220.4,44.08,52.5,5,17.34,81.5125,-81.5125,-12.6167
split_cifar10,si_der,42,buf500,buffer,ablate_split_cifar10_si_der_buf500.yaml,True,True,True,True,0,1,True,completed,209.4,41.88,52.3,5,15.2,76.3,-76.3,-16.0417
split_cifar10,si_der,123,buf500,buffer,ablate_split_cifar10_si_der_buf500.yaml,True,True,True,True,0,1,True,completed,231.7,46.34,54.7,5,15.34,78.275,-78.275,-16.0417
split_cifar10,si_der,456,buf500,buffer,ablate_split_cifar10_si_der_buf500.yaml,True,True,True,True,0,1,True,completed,222.0,44.4,51.4,5,17.13,80.6875,-80.6875,-12.5417
split_cifar10,si_der,789,buf500,buffer,ablate_split_cifar10_si_der_buf500.yaml,True,True,True,True,0,1,True,completed,221.0,44.2,57.4,5,16.74,79.475,-79.475,-9.9167
split_cifar10,si_der,1024,buf500,buffer,ablate_split_cifar10_si_der_buf500.yaml,True,True,True,True,0,1,True,completed,217.3,43.46,57.0,5,16.89,81.05,-81.05,-13.0417
split_cifar10,xder,42,buf100,buffer,ablate_split_cifar10_xder_buf100.yaml,True,True,True,True,0,1,True,completed,128.9,25.78,28.9,5,18.0,77.1,-77.1,-15.6292
split_cifar10,xder,123,buf100,buffer,ablate_split_cifar10_xder_buf100.yaml,True,True,True,True,0,1,True,completed,120.0,24.0,25.1,5,18.3,78.6,-78.6,-16.0417
split_cifar10,xder,456,buf100,buffer,ablate_split_cifar10_xder_buf100.yaml,True,True,True,True,0,1,True,completed,131.4,26.28,30.1,5,18.61,77.1125,-77.1125,-14.1292
split_cifar10,xder,789,buf100,buffer,ablate_split_cifar10_xder_buf100.yaml,True,True,True,True,0,1,True,completed,115.9,23.18,25.2,5,18.1,79.8375,-79.8375,-13.1167
split_cifar10,xder,1024,buf100,buffer,ablate_split_cifar10_xder_buf100.yaml,True,True,True,True,0,1,True,completed,132.9,26.58,30.5,5,18.24,79.7875,-79.7875,-12.7667
split_cifar10,xder,42,buf200,buffer,ablate_split_cifar10_xder_buf200.yaml,True,True,True,True,0,1,True,completed,115.0,23.0,28.1,5,23.47,68.45,-68.45,-16.0417
split_cifar10,xder,123,buf200,buffer,ablate_split_cifar10_xder_buf200.yaml,True,True,True,True,0,1,True,completed,141.8,28.36,35.9,5,20.94,72.625,-72.625,-16.0417
split_cifar10,xder,456,buf200,buffer,ablate_split_cifar10_xder_buf200.yaml,True,True,True,True,0,1,True,completed,121.2,24.24,29.6,5,20.23,76.4625,-76.4625,-11.8167
split_cifar10,xder,789,buf200,buffer,ablate_split_cifar10_xder_buf200.yaml,True,True,True,True,0,1,True,completed,128.5,25.7,34.9,5,20.4,78.7375,-78.7375,-13.3917
split_cifar10,xder,1024,buf200,buffer,ablate_split_cifar10_xder_buf200.yaml,True,True,True,True,0,1,True,completed,131.5,26.3,33.4,5,21.04,74.6625,-74.6625,-13.4917
split_cifar10,xder,42,buf500,buffer,ablate_split_cifar10_xder_buf500.yaml,True,True,True,True,0,1,True,completed,130.1,26.02,27.6,5,19.28,75.5625,-75.5625,-16.0417
split_cifar10,xder,123,buf500,buffer,ablate_split_cifar10_xder_buf500.yaml,True,True,True,True,0,1,True,completed,120.2,24.04,25.5,5,19.21,74.3875,-74.3875,-16.0417
split_cifar10,xder,456,buf500,buffer,ablate_split_cifar10_xder_buf500.yaml,True,True,True,True,0,1,True,completed,128.2,25.64,31.5,5,19.09,76.2,-76.2,-12.8792
split_cifar10,xder,789,buf500,buffer,ablate_split_cifar10_xder_buf500.yaml,True,True,True,True,0,1,True,completed,121.4,24.28,26.5,5,22.25,75.675,-75.675,-12.0667
split_cifar10,xder,1024,buf500,buffer,ablate_split_cifar10_xder_buf500.yaml,True,True,True,True,0,1,True,completed,125.9,25.18,29.9,5,19.49,77.175,-77.175,-12.8667
split_cifar10,agem_distill,42,nodistill,interaction,ablate_interaction_split_cifar10_agem_distill_nodistill.yaml,True,True,True,True,0,1,True,completed,79.5,15.9,21.6,5,16.07,76.125,-76.125,-16.0042
split_cifar10,agem_distill,123,nodistill,interaction,ablate_interaction_split_cifar10_agem_distill_nodistill.yaml,True,True,True,True,0,1,True,completed,101.8,20.36,23.0,5,17.25,80.3125,-80.3125,-15.9917
split_cifar10,agem_distill,456,nodistill,interaction,ablate_interaction_split_cifar10_agem_distill_nodistill.yaml,True,True,True,True,0,1,True,completed,102.1,20.42,23.2,5,16.2,81.875,-81.875,-14.7292
split_cifar10,der,42,nodistill,interaction,ablate_interaction_split_cifar10_der_nodistill.yaml,True,True,True,True,0,1,True,completed,65.3,13.06,14.2,5,15.48,78.8125,-78.8125,-15.9167
split_cifar10,der,123,nodistill,interaction,ablate_interaction_split_cifar10_der_nodistill.yaml,True,True,True,True,0,1,True,completed,77.7,15.54,18.0,5,16.95,81.55,-81.55,-16.0292
split_cifar10,der,456,nodistill,interaction,ablate_interaction_split_cifar10_der_nodistill.yaml,True,True,True,True,0,1,True,completed,90.3,18.06,18.3,5,15.11,81.8375,-81.8375,-14.6667
split_cifar10,er_ewc,42,noewc,interaction,ablate_interaction_split_cifar10_er_ewc_noewc.yaml,True,True,True,True,0,1,True,completed,98.4,19.68,27.5,5,23.21,72.375,-72.375,-15.4667
split_cifar10,er_ewc,123,noewc,interaction,ablate_interaction_split_cifar10_er_ewc_noewc.yaml,True,True,True,True,0,1,True,completed,96.5,19.3,27.8,5,25.56,71.175,-71.175,-15.5792
split_cifar10,er_ewc,456,noewc,interaction,ablate_interaction_split_cifar10_er_ewc_noewc.yaml,True,True,True,True,0,1,True,completed,93.2,18.64,27.1,5,23.93,70.2375,-70.2375,-15.7417
split_cifar10,icarl,42,nonmc,interaction,ablate_interaction_split_cifar10_icarl_nonmc.yaml,True,True,True,True,0,1,True,completed,77.3,15.46,17.0,5,16.18,75.3,-75.3,-16.0042
split_cifar10,icarl,123,nonmc,interaction,ablate_interaction_split_cifar10_icarl_nonmc.yaml,True,True,True,True,0,1,True,completed,77.2,15.44,17.1,5,16.91,80.025,-80.025,-15.9917
split_cifar10,icarl,456,nonmc,interaction,ablate_interaction_split_cifar10_icarl_nonmc.yaml,True,True,True,True,0,1,True,completed,48.6,9.72,10.4,5,16.51,80.9875,-80.9875,-14.7292
split_cifar10,si_der,42,nosi,interaction,ablate_interaction_split_cifar10_si_der_nosi.yaml,True,True,True,True,0,1,True,completed,123.7,24.74,28.8,5,15.85,78.5375,-78.5375,-16.0417
split_cifar10,si_der,123,nosi,interaction,ablate_interaction_split_cifar10_si_der_nosi.yaml,True,True,True,True,0,1,True,completed,140.7,28.14,29.1,5,17.11,79.4875,-79.4875,-16.0417
split_cifar10,si_der,456,nosi,interaction,ablate_interaction_split_cifar10_si_der_nosi.yaml,True,True,True,True,0,1,True,completed,131.6,26.32,29.1,5,16.31,81.9125,-81.9125,-9.2167
split_cifar10,xder,42,norevision,interaction,ablate_interaction_split_cifar10_xder_norevision.yaml,True,True,True,True,0,1,True,completed,65.2,13.04,14.9,5,16.6,78.325,-78.325,-16.0417
split_cifar10,xder,123,norevision,interaction,ablate_interaction_split_cifar10_xder_norevision.yaml,True,True,True,True,0,1,True,completed,77.4,15.48,18.1,5,16.51,79.625,-79.625,-16.0417
split_cifar10,xder,456,norevision,interaction,ablate_interaction_split_cifar10_xder_norevision.yaml,True,True,True,True,0,1,True,completed,81.8,16.36,18.1,5,16.08,81.0875,-81.0875,-9.2167
split_cifar10,er_ewc,42,lambda1,lambda,ablate_split_cifar10_er_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,242.7,48.54,72.5,5,22.68,73.825,-73.825,-15.5167
split_cifar10,er_ewc,123,lambda1,lambda,ablate_split_cifar10_er_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,224.9,44.98,71.6,5,23.12,74.2375,-74.2375,-15.5792
split_cifar10,er_ewc,456,lambda1,lambda,ablate_split_cifar10_er_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,224.3,44.86,82.3,5,22.45,74.6125,-74.6125,-15.7417
split_cifar10,er_ewc,789,lambda1,lambda,ablate_split_cifar10_er_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,211.6,42.32,51.8,5,27.58,69.3625,-69.3625,-14.1792
split_cifar10,er_ewc,1024,lambda1,lambda,ablate_split_cifar10_er_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,227.5,45.5,57.5,5,21.9,76.0,-76.0,-15.4792
split_cifar10,er_ewc,42,lambda10,lambda,ablate_split_cifar10_er_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,220.8,44.16,64.9,5,22.93,73.575,-73.575,-15.5167
split_cifar10,er_ewc,123,lambda10,lambda,ablate_split_cifar10_er_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,214.9,42.98,73.8,5,27.22,68.75,-68.75,-15.5792
split_cifar10,er_ewc,456,lambda10,lambda,ablate_split_cifar10_er_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,207.7,41.54,60.9,5,23.44,72.4375,-72.4375,-15.7417
split_cifar10,er_ewc,789,lambda10,lambda,ablate_split_cifar10_er_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,214.4,42.88,73.0,5,21.86,75.8125,-75.8125,-14.2042
split_cifar10,er_ewc,1024,lambda10,lambda,ablate_split_cifar10_er_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,185.7,37.14,57.1,5,19.03,78.575,-78.575,-15.4792
split_cifar10,er_ewc,42,lambda100,lambda,ablate_split_cifar10_er_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,206.6,41.32,51.9,5,22.94,73.0625,-73.0625,-15.5167
split_cifar10,er_ewc,123,lambda100,lambda,ablate_split_cifar10_er_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,228.0,45.6,77.1,5,23.6,73.325,-73.325,-15.5792
split_cifar10,er_ewc,456,lambda100,lambda,ablate_split_cifar10_er_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,203.0,40.6,71.1,5,24.67,71.6375,-71.6375,-15.7417
split_cifar10,er_ewc,789,lambda100,lambda,ablate_split_cifar10_er_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,221.4,44.28,69.2,5,22.03,76.975,-76.975,-14.2042
split_cifar10,er_ewc,1024,lambda100,lambda,ablate_split_cifar10_er_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,223.5,44.7,70.4,5,24.37,70.8125,-70.8125,-15.4792
split_cifar10,er_ewc,42,lambda1000,lambda,ablate_split_cifar10_er_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,216.9,43.38,65.5,5,26.13,68.95,-68.95,-15.5167
split_cifar10,er_ewc,123,lambda1000,lambda,ablate_split_cifar10_er_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,188.8,37.76,52.6,5,29.22,67.625,-67.625,-15.5792
split_cifar10,er_ewc,456,lambda1000,lambda,ablate_split_cifar10_er_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,218.5,43.7,63.0,5,24.05,72.475,-72.475,-15.7417
split_cifar10,er_ewc,789,lambda1000,lambda,ablate_split_cifar10_er_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,221.8,44.36,77.1,5,26.56,72.2625,-72.2625,-14.2042
split_cifar10,er_ewc,1024,lambda1000,lambda,ablate_split_cifar10_er_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,178.4,35.68,55.4,5,21.95,74.2,-74.2,-15.4792
split_cifar10,ewc,42,lambda1,lambda,ablate_split_cifar10_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,184.5,36.9,44.2,5,17.02,76.775,-76.775,-16.0042
split_cifar10,ewc,123,lambda1,lambda,ablate_split_cifar10_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,212.9,42.58,77.9,5,16.47,80.0125,-80.0125,-15.9917
split_cifar10,ewc,456,lambda1,lambda,ablate_split_cifar10_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,158.4,31.68,49.6,5,15.7,81.45,-81.45,-14.7292
split_cifar10,ewc,789,lambda1,lambda,ablate_split_cifar10_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,186.0,37.2,52.4,5,16.0,78.4375,-78.4375,-14.8167
split_cifar10,ewc,1024,lambda1,lambda,ablate_split_cifar10_ewc_lambda1.yaml,True,True,True,True,0,1,True,completed,189.0,37.8,58.3,5,16.33,81.4125,-81.4125,-15.7792
split_cifar10,ewc,42,lambda10,lambda,ablate_split_cifar10_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,175.2,35.04,42.9,5,16.86,79.125,-79.125,-16.0042
split_cifar10,ewc,123,lambda10,lambda,ablate_split_cifar10_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,185.3,37.06,54.3,5,16.65,81.3375,-81.3375,-15.9917
split_cifar10,ewc,456,lambda10,lambda,ablate_split_cifar10_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,188.7,37.74,54.6,5,16.73,81.175,-81.175,-14.7292
split_cifar10,ewc,789,lambda10,lambda,ablate_split_cifar10_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,206.9,41.38,65.1,5,15.79,78.85,-78.85,-14.8167
split_cifar10,ewc,1024,lambda10,lambda,ablate_split_cifar10_ewc_lambda10.yaml,True,True,True,True,0,1,True,completed,199.6,39.92,77.1,5,15.93,79.0125,-79.0125,-15.7792
split_cifar10,ewc,42,lambda100,lambda,ablate_split_cifar10_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,156.7,31.34,49.4,5,16.59,78.475,-78.475,-16.0042
split_cifar10,ewc,123,lambda100,lambda,ablate_split_cifar10_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,184.6,36.92,50.1,5,16.37,75.15,-75.15,-15.9917
split_cifar10,ewc,456,lambda100,lambda,ablate_split_cifar10_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,199.0,39.8,64.1,5,17.15,80.9625,-80.9625,-14.7292
split_cifar10,ewc,789,lambda100,lambda,ablate_split_cifar10_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,162.9,32.58,56.0,5,17.2,79.2,-79.2,-14.8167
split_cifar10,ewc,1024,lambda100,lambda,ablate_split_cifar10_ewc_lambda100.yaml,True,True,True,True,0,1,True,completed,174.4,34.88,43.0,5,17.16,81.3375,-81.3375,-15.7792
split_cifar10,ewc,42,lambda1000,lambda,ablate_split_cifar10_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,181.3,36.26,66.5,5,16.63,78.45,-78.45,-16.0042
split_cifar10,ewc,123,lambda1000,lambda,ablate_split_cifar10_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,167.2,33.44,56.7,5,14.15,79.425,-79.425,-15.9917
split_cifar10,ewc,456,lambda1000,lambda,ablate_split_cifar10_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,185.2,37.04,50.3,5,16.66,82.45,-82.45,-14.7292
split_cifar10,ewc,789,lambda1000,lambda,ablate_split_cifar10_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,181.4,36.28,74.8,5,15.58,77.7125,-77.7125,-14.8167
split_cifar10,ewc,1024,lambda1000,lambda,ablate_split_cifar10_ewc_lambda1000.yaml,True,True,True,True,0,1,True,completed,183.9,36.78,52.2,5,15.93,77.85,-77.85,-15.7792
split_cifar10,icarl,42,resumecheck,robustness,ablate_robustness_split_cifar10_icarl_resume.yaml,True,True,True,True,0,2,True,completed,77.8,15.56,18.1,5,26.89,39.9625,-39.9625,-16.0417
split_cifar10,icarl,123,resumecheck,robustness,ablate_robustness_split_cifar10_icarl_resume.yaml,True,True,True,True,0,2,True,completed,66.6,13.32,18.6,5,25.2,33.6375,-33.6375,-16.0417
split_cifar10,icarl,456,resumecheck,robustness,ablate_robustness_split_cifar10_icarl_resume.yaml,True,True,True,True,0,2,True,completed,79.7,15.94,18.9,5,26.78,37.8375,-37.8375,-16.0417
split_cifar10,joint_training,42,resumecheck,robustness,ablate_robustness_split_cifar10_joint_resume.yaml,True,True,True,True,0,2,True,completed,51.7,10.34,11.6,5,66.28,9.85,-6.625,-15.7667
split_cifar10,joint_training,123,resumecheck,robustness,ablate_robustness_split_cifar10_joint_resume.yaml,True,True,True,True,0,2,True,completed,59.6,11.92,13.2,5,65.84,8.2875,-2.4875,-15.7792
split_cifar10,joint_training,456,resumecheck,robustness,ablate_robustness_split_cifar10_joint_resume.yaml,True,True,True,True,0,2,True,completed,51.4,10.28,11.9,5,65.19,7.5625,-6.2375,-15.2667
